order_id,transaction_id,User_ID,Payment_Method,shipping_cost,order_status,total_items,order_total
1408,5408,8b449287,Debit Card,19.85,Delivered,1,261.71
1409,5409,df564d61,UPI,11.1,Delivered,1,388.6
1410,5410,8033eca7,Debit Card,5.16,Delivered,1,22.31
1411,5411,c5a1e762,UPI,7.55,Delivered,1,392.8
1412,5412,bc1ed9fe,Debit Card,14.79,Delivered,3,2138.7
1413,5413,75e0ba29,UPI,14.18,Cancelled,2,288.44
1414,5414,d20acbb2,Credit Card,16.82,Delivered,3,590.31
1415,5415,29d6e060,Debit Card,8.81,Delivered,2,669.03
1416,5416,51a1d498,Net Banking,16.45,Delivered,2,423.12
1417,5417,5fbd3fd3,Debit Card,15.32,Delivered,3,639.91
1418,5418,b2d5adaa,UPI,9.84,Delivered,1,117.12
1419,5419,c79eeec5,Credit Card,13.18,Cancelled,2,1625.95
1420,5420,7ff3fdbe,UPI,7.21,Delivered,1,411.31
1421,5421,6b4ec06c,Credit Card,11.79,Cancelled,2,405.1
1422,5422,f6e5828e,Debit Card,18.22,Delivered,3,1893.0300000000002
1423,5423,d8e94022,Cash on Delivery,11.32,Delivered,3,550.97
1424,5424,05b592f1,Net Banking,17.59,Delivered,1,339.26
1425,5425,02dde509,Credit Card,13.85,Delivered,3,132.33
1426,5426,56949334,Debit Card,7.88,Cancelled,3,1404.6499999999999
1427,5427,2fdaa4b7,Net Banking,13.72,Delivered,1,180.9
1428,5428,8fa5b154,Credit Card,12.59,Delivered,1,577.2
1429,5429,b17a752f,Credit Card,10.98,Delivered,2,1257.5
1430,5430,4ec47a3b,UPI,6.79,Delivered,1,298.12
1431,5431,48a6965d,Cash on Delivery,11.25,Delivered,3,673.3299999999999
1432,5432,b7c3b707,Cash on Delivery,6.09,Delivered,4,905.54
1433,5433,b080fc6d,Net Banking,6.48,Delivered,1,238.84
1434,5434,4e3dd393,Debit Card,11.24,Delivered,1,295.74
1435,5435,f85e08f6,Net Banking,9.58,Delivered,2,186.14999999999998
1436,5436,5a3d3299,Credit Card,18.88,Delivered,3,1033.69
1437,5437,2ad94b3d,Cash on Delivery,10.64,Cancelled,1,744.46
1438,5438,8daa1ef8,UPI,16.37,Delivered,4,1304.1399999999999
1439,5439,ee1350fc,Net Banking,12.95,Cancelled,1,464.61
1440,5440,72f040c8,Net Banking,15.56,Delivered,1,106.26
1441,5441,2fcdb2c6,Credit Card,8.9,Delivered,1,64.3
1442,5442,63080f53,UPI,19.13,Delivered,2,483.75
1443,5443,d42bcbcb,Credit Card,12.95,Delivered,1,347.12
1444,5444,a5973501,Credit Card,17.47,Cancelled,3,857.13
1445,5445,6b417ce5,UPI,10.48,Delivered,1,35.89
1446,5446,d5daed7a,Debit Card,6.5,Delivered,1,1916.76
1447,5447,a9f98de1,Credit Card,15.11,Delivered,1,59.44
1448,5448,608c2f04,UPI,5.12,Delivered,1,219.61
1449,5449,288cd987,Debit Card,12.13,Delivered,2,470.7
1450,5450,3f68ed08,UPI,7.89,Delivered,1,257.56
1451,5451,69ca6114,Cash on Delivery,14.41,Delivered,2,473.32
1452,5452,249fb3ec,Net Banking,19.69,Delivered,3,572.31
1453,5453,1c98d9cb,Debit Card,11.97,Delivered,2,719.04
1454,5454,d23c9a23,UPI,17.26,Delivered,1,949.77
1455,5455,a6f6238c,Net Banking,12.62,Delivered,1,395.63
1456,5456,d95237bb,UPI,12.44,Delivered,1,246.39
1457,5457,d38a19bf,Net Banking,18.96,Delivered,1,744.92
1458,5458,af0d5699,Net Banking,18.35,Delivered,1,421.99
1459,5459,3d080554,Credit Card,16.79,Delivered,2,1045.46
1460,5460,148a6381,Net Banking,9.44,Delivered,4,1247.22
1461,5461,60df4c06,Credit Card,13.18,Delivered,3,275.02
1462,5462,46b58d00,UPI,8.36,Delivered,4,1254.6399999999999
1463,5463,191c2795,Credit Card,11.66,Delivered,1,458.64
1464,5464,6db9b785,Cash on Delivery,12.26,Returned,1,159.3
1465,5465,33c35bb2,Debit Card,17.47,Cancelled,2,753.72
1466,5466,b914b76f,UPI,18.44,Delivered,4,624.42
1467,5467,f747c9ed,UPI,11.22,Delivered,2,346.77
1468,5468,be4d0858,Net Banking,5.27,Cancelled,1,215.56
1469,5469,092a5a44,Net Banking,17.93,Delivered,2,1257.78
1470,5470,2f07538e,Net Banking,7.61,Delivered,1,161.1
1471,5471,3d77ab6d,Net Banking,14.33,Delivered,1,244.37
1472,5472,e2d9e617,Cash on Delivery,5.37,Delivered,4,972.1
1473,5473,f1f41f6b,Cash on Delivery,10.99,Delivered,2,564.79
1474,5474,ecbb43d3,Credit Card,19.79,Returned,1,664.84
1475,5475,d0cca08b,Cash on Delivery,6.51,Delivered,2,597.97
1476,5476,a0944d1e,Debit Card,11.36,Delivered,2,1302.68
1477,5477,54caabdb,Credit Card,9.61,Delivered,2,754.89
1478,5478,24d2a786,UPI,18.58,Delivered,1,968.6
1479,5479,635a5c98,Net Banking,18.04,Delivered,1,738.96
1480,5480,a1aad5f0,Net Banking,8.57,Delivered,3,1386.6399999999999
1481,5481,480c40b5,Debit Card,6.22,Delivered,2,239.94
1482,5482,dee35fc3,Credit Card,14.41,Cancelled,4,2137.9700000000003
1483,5483,c9964d37,Debit Card,10.05,Delivered,1,223.27
1484,5484,e0f55269,UPI,15.08,Delivered,4,1017.88
1485,5485,fec142e5,Net Banking,5.48,Delivered,2,372.98
1486,5486,0a75e9da,Net Banking,7.0,Delivered,1,193.34
1487,5487,0f11e6c8,Net Banking,15.3,Delivered,4,944.96
1488,5488,bb2f1a1e,Credit Card,8.19,Cancelled,1,543.94
1489,5489,93d032e8,Debit Card,17.86,Cancelled,1,102.47
1490,5490,26525a44,Net Banking,5.88,Delivered,2,235.13
1491,5491,d5a74f3f,Debit Card,8.23,Delivered,1,253.97
1492,5492,a453276f,Cash on Delivery,19.98,Delivered,3,1467.29
1493,5493,f2df6fa0,Cash on Delivery,11.5,Delivered,2,446.31
1494,5494,4afdef19,Net Banking,15.54,Delivered,1,578.68
1495,5495,baf84657,UPI,7.74,Cancelled,2,1508.67
1496,5496,7a4dacb1,Credit Card,14.15,Delivered,1,230.99
1497,5497,2ae065a3,UPI,15.89,Delivered,1,294.48
1498,5498,78595586,Cash on Delivery,9.72,Delivered,1,671.67
1499,5499,8d680e8e,Debit Card,17.43,Delivered,1,168.56
1500,5500,eae2f779,UPI,14.05,Delivered,1,275.18
1501,5501,7c9152e1,Credit Card,10.84,Delivered,1,366.54
1502,5502,34cb1abe,Credit Card,13.36,Delivered,2,1289.4
1503,5503,b6d93334,Cash on Delivery,13.65,Delivered,1,152.26
1504,5504,c8ca95d2,Credit Card,7.48,Delivered,3,533.19
1505,5505,e88f788c,Debit Card,11.04,Delivered,1,323.83
1506,5506,64775252,Net Banking,10.15,Delivered,2,808.97
1507,5507,0304a5d8,Cash on Delivery,11.01,Cancelled,1,787.64
1508,5508,47154b02,UPI,16.42,Delivered,2,250.24
1509,5509,bba6b57f,UPI,12.24,Delivered,1,123.7
1510,5510,77c9aa5b,UPI,19.1,Delivered,1,958.92
1511,5511,e4fddc69,Cash on Delivery,9.41,Delivered,1,612.18
1512,5512,a70e28bf,Cash on Delivery,11.24,Delivered,1,418.68
1513,5513,3598a6ef,Net Banking,16.8,Delivered,4,1165.1399999999999
1514,5514,6b9506f3,Debit Card,13.19,Delivered,3,1362.35
1515,5515,fe89cb74,Debit Card,13.21,Delivered,3,740.6500000000001
1516,5516,65f5b50d,Cash on Delivery,5.8,Delivered,1,444.16
1517,5517,4d2c701a,Debit Card,10.98,Delivered,1,184.5
1518,5518,28223fc3,Credit Card,9.06,Delivered,1,320.68
1519,5519,a9f47880,Net Banking,19.99,Delivered,2,1350.56
1520,5520,f1dc18ef,UPI,9.63,Delivered,2,611.41
1521,5521,45f92c91,Debit Card,18.27,Delivered,1,175.86
1522,5522,a1573efd,Cash on Delivery,15.14,Delivered,1,295.04
1523,5523,bc601032,Cash on Delivery,10.11,Delivered,3,611.1899999999999
1524,5524,e08353ad,Debit Card,13.15,Cancelled,1,1434.24
1525,5525,b6b38943,Debit Card,17.61,Returned,1,25.75
1526,5526,9bef891d,Cash on Delivery,18.25,Delivered,1,584.74
1527,5527,4e1df27e,Cash on Delivery,7.41,Delivered,1,115.48
1528,5528,a23cc45d,Credit Card,10.09,Delivered,1,651.04
1529,5529,7bd0348c,Cash on Delivery,10.03,Delivered,1,390.82
1530,5530,ec1b92c2,UPI,5.63,Delivered,2,688.18
1531,5531,8d992fcd,Net Banking,13.97,Delivered,2,243.86
1532,5532,e7eab712,Cash on Delivery,17.82,Delivered,2,672.03
1533,5533,bbb3b5c2,Debit Card,10.72,Delivered,1,843.42
1534,5534,9a9a07f5,UPI,16.1,Delivered,1,126.13
1535,5535,c53448d0,Cash on Delivery,14.42,Delivered,2,549.5699999999999
1536,5536,c9c10b75,Credit Card,10.63,Delivered,1,128.68
1537,5537,ff1aec5a,Debit Card,7.12,Delivered,1,238.97
1538,5538,aa91713c,Cash on Delivery,15.64,Delivered,3,2021.92
1539,5539,6565f641,UPI,17.82,Delivered,1,458.94
1540,5540,f144573f,Credit Card,15.29,Delivered,1,368.6
1541,5541,8ed54a67,Debit Card,5.27,Delivered,2,242.62
1542,5542,4b8a3ce1,UPI,8.24,Delivered,1,44.29
1543,5543,b8eb1581,UPI,6.04,Delivered,1,199.02
1544,5544,ccdec6cd,Cash on Delivery,13.56,Delivered,2,421.17
1545,5545,9cba4ba8,UPI,16.35,Delivered,1,303.29
1546,5546,8c2e8d5f,UPI,6.66,Delivered,2,125.84
1547,5547,3d9773a1,Cash on Delivery,17.58,Delivered,2,226.7
1548,5548,dbea38e1,Net Banking,13.33,Delivered,1,287.01
1549,5549,c640c4ac,Credit Card,15.35,Delivered,2,286.4
1550,5550,06539e8b,Credit Card,19.57,Delivered,1,393.25
1551,5551,4f99b5dc,Net Banking,6.26,Returned,1,211.62
1552,5552,5ad47c7e,Net Banking,18.52,Delivered,1,659.4300000000001
1553,5553,5e088877,Credit Card,6.89,Delivered,2,284.95
1554,5554,16c8c193,UPI,10.89,Delivered,2,594.7
1555,5555,c2c6ce62,Cash on Delivery,17.77,Delivered,2,683.46
1556,5556,dfa87884,Credit Card,18.59,Delivered,4,1813.86
1557,5557,5e6c1d1c,Cash on Delivery,12.6,Delivered,3,639.41
1558,5558,36848d01,Credit Card,13.91,Delivered,2,465.63
1559,5559,4769336c,Net Banking,15.62,Delivered,1,700.29
1560,5560,4632f85b,Net Banking,17.49,Delivered,1,289.32
1561,5561,5e4766ea,Debit Card,6.82,Cancelled,2,604.45
1562,5562,89c70f36,Cash on Delivery,17.15,Delivered,3,1830.6599999999999
1563,5563,71b9e86e,Net Banking,12.22,Delivered,1,481.28
1564,5564,7b78efe2,Credit Card,11.76,Cancelled,2,421.02
1565,5565,89bb6db8,UPI,11.36,Cancelled,1,309.98
1566,5566,2928d620,Debit Card,12.64,Delivered,1,1029.03
1567,5567,4c81ef62,Net Banking,19.18,Delivered,1,153.39
1568,5568,ec38f4fa,Net Banking,13.22,Delivered,2,759.3
1569,5569,4247e6a0,Net Banking,19.3,Delivered,2,316.81
1570,5570,0c24ecf3,UPI,7.7,Returned,1,412.88
1571,5571,ee51a889,Net Banking,15.86,Delivered,1,277.72
1572,5572,e6e322f8,Net Banking,17.18,Delivered,1,223.5
1573,5573,9795e31b,Debit Card,15.19,Cancelled,1,414.44
1574,5574,b005ff45,Cash on Delivery,14.1,Delivered,4,1210.08
1575,5575,20603af4,UPI,13.47,Delivered,3,170.33999999999997
1576,5576,e5ce3b3c,Cash on Delivery,17.91,Cancelled,1,374.35
1577,5577,0ffb9389,Debit Card,17.32,Delivered,2,755.46
1578,5578,406c736d,Credit Card,6.83,Delivered,2,494.57000000000005
1579,5579,44e06509,UPI,17.73,Delivered,1,506.32
1580,5580,fbef474d,Credit Card,11.21,Delivered,2,1153.38
1581,5581,fdbb057a,UPI,8.81,Delivered,2,243.71
1582,5582,8566ac6e,UPI,18.05,Delivered,1,322.92
1583,5583,0e7c9f35,Credit Card,11.48,Returned,3,905.0999999999999
1584,5584,3467a8f9,UPI,17.13,Delivered,2,490.78
1585,5585,86488cc7,Debit Card,8.95,Delivered,1,37.48
1586,5586,e878819f,UPI,5.06,Delivered,1,302.72
1587,5587,e0a14854,UPI,12.43,Delivered,1,172.89
1588,5588,194fe55b,Debit Card,6.5,Delivered,1,196.54
1589,5589,1d750630,Net Banking,16.32,Delivered,1,1474.8
1590,5590,af4a1e47,Cash on Delivery,9.14,Delivered,2,428.87
1591,5591,a69ea338,Credit Card,11.65,Delivered,1,349.67
1592,5592,8ddb0e80,Credit Card,6.31,Cancelled,1,448.08
1593,5593,0e594526,Credit Card,9.3,Delivered,2,674.08
1594,5594,27b48e7c,Cash on Delivery,16.72,Delivered,1,743.64
1595,5595,16424ec7,Net Banking,7.27,Delivered,3,250.05
1596,5596,6dbd0f95,Net Banking,14.71,Cancelled,1,340.96
1597,5597,7c959ad5,Credit Card,18.76,Delivered,1,145.47
1598,5598,d1d182ee,Debit Card,15.2,Delivered,2,259.44
1599,5599,00b7ec0b,Debit Card,17.17,Delivered,1,87.38
1600,5600,066dce62,UPI,6.63,Delivered,1,62.82000000000001
1601,5601,d9345bed,Credit Card,8.76,Delivered,3,571.76
1602,5602,e9786a6d,Net Banking,18.42,Delivered,3,574.11
1603,5603,d9028424,Credit Card,15.73,Delivered,2,134.82
1604,5604,ea60235a,Net Banking,14.59,Returned,1,289.22
1605,5605,20838914,UPI,14.96,Delivered,2,1077.53
1606,5606,7da79df6,Credit Card,11.21,Delivered,3,1231.08
1607,5607,caeb735f,Debit Card,5.67,Delivered,2,625.71
1608,5608,e831f6b4,UPI,16.77,Delivered,2,235.82
1609,5609,4e8a8ff2,Credit Card,15.18,Delivered,1,820.26
1610,5610,cd442b59,UPI,12.09,Delivered,4,1278.15
1611,5611,b2de1538,Credit Card,18.5,Delivered,1,103.64
1612,5612,d7118880,UPI,10.04,Delivered,2,672.13
1613,5613,81b461c6,Cash on Delivery,9.41,Delivered,1,63.08
1614,5614,bea18811,Cash on Delivery,18.09,Delivered,3,264.49
1615,5615,1c87705a,UPI,16.95,Delivered,1,241.78
1616,5616,e5d18746,Credit Card,12.72,Delivered,1,228.69
1617,5617,1f77f62c,Debit Card,6.96,Delivered,2,358.34000000000003
1618,5618,14033a78,UPI,8.23,Delivered,1,88.78
1619,5619,4e2147a2,Credit Card,14.84,Delivered,3,330.26
1620,5620,f30aa764,Credit Card,10.78,Cancelled,1,70.5
1621,5621,9b6d0db5,Debit Card,17.55,Returned,2,632.49
1622,5622,24f2c911,UPI,19.25,Returned,1,753.27
1623,5623,d318e21f,UPI,17.08,Delivered,2,329.78999999999996
1624,5624,52a3c1ff,UPI,10.66,Delivered,1,209.52
1625,5625,e8db0cc2,UPI,16.83,Delivered,1,294.2
1626,5626,dc0c9f8d,Cash on Delivery,10.27,Delivered,1,241.17
1627,5627,b8325c50,Debit Card,7.51,Delivered,1,54.37
1628,5628,c0811288,Credit Card,5.5,Returned,2,607.86
1629,5629,f027621a,Debit Card,10.79,Delivered,1,125.7
1630,5630,a65c3d6a,Cash on Delivery,18.55,Delivered,1,32.32
1631,5631,f716d5ff,UPI,8.58,Delivered,1,201.85
1632,5632,fa0755c1,Net Banking,8.1,Cancelled,2,486.01
1633,5633,4277aa34,Cash on Delivery,19.55,Delivered,2,1811.28
1634,5634,cf052449,Net Banking,5.38,Delivered,2,704.8
1635,5635,cab404e5,UPI,16.79,Cancelled,1,1338.42
1636,5636,3f298345,Credit Card,9.82,Delivered,1,344.44
1637,5637,ba58bbc8,Cash on Delivery,5.56,Delivered,4,458.87
1638,5638,905dca0a,Net Banking,18.77,Delivered,2,760.4200000000001
1639,5639,a94110ca,Cash on Delivery,7.09,Delivered,4,741.53
1640,5640,1342567a,Cash on Delivery,13.28,Delivered,2,462.27
1641,5641,2421a3f6,Cash on Delivery,9.11,Delivered,3,848.03
1642,5642,183b54fb,Debit Card,5.98,Returned,3,870.3
1643,5643,cafca141,Debit Card,5.75,Delivered,1,94.5
1644,5644,e57349d9,Net Banking,6.73,Delivered,1,254.25
1645,5645,2dbcadea,Net Banking,6.07,Delivered,1,26.8
1646,5646,72e7de49,Debit Card,16.41,Delivered,1,247.2
1647,5647,eeac60e5,UPI,12.28,Delivered,2,938.6200000000001
1648,5648,d1192abc,Net Banking,10.14,Delivered,1,1361.64
1649,5649,e86cf289,UPI,11.28,Delivered,4,1124.9
1650,5650,ed518f41,UPI,18.93,Delivered,1,38.84
1651,5651,4408ba1e,Debit Card,18.66,Delivered,2,489.55999999999995
1652,5652,1f9e6a6c,Net Banking,15.74,Delivered,2,290.23
1653,5653,17206a14,UPI,18.27,Delivered,2,437.87
1654,5654,fc5078d2,Credit Card,9.79,Delivered,1,134.88
1655,5655,18e92cc0,UPI,10.72,Delivered,1,104.37
1656,5656,de21a529,Cash on Delivery,14.21,Delivered,1,780.33
1657,5657,c5a6ecbd,UPI,14.35,Delivered,1,1343.28
1658,5658,8c1f2f98,UPI,12.23,Delivered,1,228.83
1659,5659,687a8ef9,UPI,11.01,Returned,4,444.14
1660,5660,cd315692,UPI,19.79,Delivered,2,1497.28
1661,5661,a316376d,Debit Card,17.32,Delivered,3,665.1200000000001
1662,5662,f7d6dfab,Debit Card,11.52,Delivered,1,285.77
1663,5663,13a9654a,Net Banking,15.91,Delivered,1,77.41
1664,5664,adb5583f,UPI,9.04,Delivered,2,614.0500000000001
1665,5665,65cfd186,UPI,6.5,Delivered,1,342.6
1666,5666,1b863eb3,UPI,10.29,Delivered,1,322.32
1667,5667,56606aa9,UPI,11.04,Delivered,2,183.63
1668,5668,3c7b4f3a,Debit Card,5.25,Delivered,1,67.96
1669,5669,7391f331,UPI,17.22,Delivered,2,1626.52
1670,5670,81ce1f35,UPI,10.39,Cancelled,3,981.1899999999999
1671,5671,d266a374,Cash on Delivery,13.71,Cancelled,2,874.06
1672,5672,3ce1ce0e,Credit Card,6.11,Delivered,2,710.97
1673,5673,90733f8f,Cash on Delivery,7.62,Delivered,3,859.49
1674,5674,6728981a,Debit Card,18.35,Delivered,1,393.54
1675,5675,602ca4e7,Cash on Delivery,14.13,Delivered,4,1576.59
1676,5676,6a796b7c,Cash on Delivery,19.25,Returned,1,310.12
1677,5677,108549a1,UPI,19.98,Delivered,3,1615.8300000000002
1678,5678,da7c3445,Debit Card,10.58,Delivered,1,200.15
1679,5679,90bad297,Cash on Delivery,9.48,Delivered,2,666.6700000000001
1680,5680,7381e0d0,UPI,17.88,Delivered,1,11.23
1681,5681,fb73ed45,Credit Card,19.98,Delivered,1,367.12
1682,5682,f4658b9f,Debit Card,14.44,Delivered,1,163.52
1683,5683,b96be743,Net Banking,16.93,Delivered,1,115.06
1684,5684,e4cf6aad,UPI,16.73,Delivered,1,386.07
1685,5685,0c9235c1,Credit Card,10.33,Delivered,3,666.0
1686,5686,6f731519,Debit Card,13.61,Delivered,2,1217.98
1687,5687,a129dd13,Credit Card,17.5,Delivered,4,1854.3500000000001
1688,5688,c729f44a,Net Banking,15.32,Delivered,3,2428.78
1689,5689,6d749b0d,UPI,5.32,Delivered,1,10.05
1690,5690,d279b7f1,Credit Card,10.05,Cancelled,2,183.5
1691,5691,f9cd4168,Debit Card,7.17,Cancelled,1,164.61
1692,5692,8911f0d1,Net Banking,8.49,Returned,3,414.93
1693,5693,45e86006,Credit Card,18.58,Delivered,3,1006.73
1694,5694,5679d9a7,UPI,5.55,Cancelled,4,1933.81
1695,5695,64f39542,Credit Card,8.3,Delivered,1,621.63
1696,5696,0ea1f885,Credit Card,9.64,Cancelled,1,381.38
1697,5697,4852a573,UPI,14.25,Delivered,1,225.88
1698,5698,f7ed4253,Net Banking,13.01,Returned,4,1646.64
1699,5699,34c8ee63,Net Banking,8.27,Delivered,2,125.94
1700,5700,c9d51371,UPI,7.46,Delivered,1,200.05
1701,5701,8921b076,UPI,8.55,Delivered,1,301.63
1702,5702,23921511,Credit Card,12.54,Delivered,2,622.39
1703,5703,ce5bc729,UPI,9.07,Delivered,2,860.52
1704,5704,9f8bb54c,Credit Card,19.21,Delivered,1,339.17
1705,5705,e26fb2b1,Cash on Delivery,11.96,Delivered,4,2077.5
1706,5706,ad923bb1,Debit Card,5.88,Delivered,1,43.56
1707,5707,1c959928,Credit Card,15.94,Delivered,1,226.65
1708,5708,078fcf7a,Debit Card,9.93,Delivered,1,232.22
1709,5709,f602c02d,Debit Card,14.8,Delivered,1,343.96
1710,5710,fa0641b0,Debit Card,9.19,Delivered,2,328.85
1711,5711,05e6557c,Net Banking,13.56,Delivered,1,487.06
1712,5712,e2356d8b,UPI,16.58,Delivered,2,228.11
1713,5713,c6e6b5cd,Credit Card,18.92,Delivered,2,244.63
1714,5714,4d1703a4,Credit Card,8.92,Delivered,1,219.69
1715,5715,cc0dfe20,Debit Card,10.02,Delivered,2,574.95
1716,5716,cfd46626,Cash on Delivery,11.96,Delivered,2,1390.5
1717,5717,b644e0d1,Cash on Delivery,18.91,Delivered,1,594.64
1718,5718,9047f8f2,Debit Card,18.52,Returned,3,554.75
1719,5719,1ee3dec3,Debit Card,6.35,Delivered,2,349.84000000000003
1720,5720,b97ada3e,Debit Card,6.98,Delivered,3,1832.95
1721,5721,722ed6bd,Credit Card,12.43,Delivered,2,830.13
1722,5722,46b35e44,Net Banking,6.6,Delivered,1,1016.56
1723,5723,88f26a4e,Net Banking,10.18,Delivered,1,275.42
1724,5724,ff612d9d,Cash on Delivery,7.23,Delivered,1,48.9
1725,5725,2ece1205,Net Banking,14.54,Delivered,3,1553.96
1726,5726,f2c1aeec,Debit Card,19.24,Delivered,1,322.49
1727,5727,6b8e78c6,Cash on Delivery,19.95,Delivered,1,1212.3600000000001
1728,5728,fdadd527,Debit Card,10.63,Delivered,2,278.61
1729,5729,cdf7235f,UPI,13.99,Returned,2,245.39999999999998
1730,5730,3c7fc849,Debit Card,17.84,Delivered,3,419.21
1731,5731,a84d7206,Credit Card,6.76,Delivered,2,272.40999999999997
1732,5732,52b9a923,Net Banking,15.34,Returned,1,210.4
1733,5733,4d16cbf8,Debit Card,11.13,Delivered,2,1354.8400000000001
1734,5734,6a0bf80b,Net Banking,8.09,Delivered,3,727.87
1735,5735,a4ae5a91,Credit Card,11.04,Delivered,1,677.66
1736,5736,ef9fbda4,Cash on Delivery,6.14,Delivered,1,161.94
1737,5737,48f6819e,Cash on Delivery,15.43,Delivered,1,267.98
1738,5738,eb342dbe,Cash on Delivery,8.79,Delivered,1,109.78
1739,5739,64b48c94,Net Banking,9.67,Delivered,3,1082.27
1740,5740,10c31378,UPI,6.82,Delivered,1,18.67
1741,5741,c266e272,Cash on Delivery,17.97,Delivered,1,175.71
1742,5742,d22e24ba,UPI,12.4,Delivered,1,146.92
1743,5743,4ec2b2be,UPI,13.58,Delivered,1,149.01
1744,5744,ab7273bc,Cash on Delivery,13.54,Delivered,2,448.42
1745,5745,0a8206f2,Credit Card,11.16,Delivered,1,217.03
1746,5746,8db52810,UPI,7.89,Delivered,1,102.72
1747,5747,11c8bf8b,UPI,16.18,Delivered,1,26.55
1748,5748,ae025f67,Credit Card,6.91,Returned,3,399.16999999999996
1749,5749,418f40d0,Debit Card,6.56,Delivered,2,385.23
1750,5750,661c6fad,Cash on Delivery,15.65,Delivered,1,711.74
1751,5751,7fc67a24,UPI,8.13,Cancelled,1,226.82
1752,5752,be689e12,Cash on Delivery,9.6,Delivered,3,539.88
1753,5753,90c1895c,Credit Card,12.13,Cancelled,2,770.42
1754,5754,cf64defc,Cash on Delivery,11.74,Delivered,2,256.45
1755,5755,51fe1422,Net Banking,15.63,Delivered,1,87.29
1756,5756,29b3c37a,Net Banking,14.35,Delivered,2,1370.5500000000002
1757,5757,02ac79ab,UPI,14.67,Delivered,1,768.68
1758,5758,dd2c6eea,Debit Card,15.71,Delivered,1,219.9
1759,5759,b1b67655,Debit Card,9.39,Cancelled,1,277.71
1760,5760,d71af9e5,Cash on Delivery,9.83,Delivered,2,532.08
1761,5761,1117a729,UPI,11.57,Delivered,2,144.43
1762,5762,9e379d53,Debit Card,9.61,Delivered,1,158.01
1763,5763,9a297ab5,Debit Card,19.77,Delivered,3,553.94
1764,5764,5ecc6de9,Debit Card,17.21,Delivered,1,725.4
1765,5765,92a11c79,Cash on Delivery,7.47,Delivered,4,1697.4299999999998
1766,5766,6369a7c3,Debit Card,5.08,Delivered,1,73.11
1767,5767,c4b18ff3,Debit Card,5.64,Delivered,4,2156.91
1768,5768,35190f96,Net Banking,8.66,Delivered,1,134.8
1769,5769,9b269748,Cash on Delivery,6.71,Cancelled,2,590.92
1770,5770,679f822e,Debit Card,13.0,Delivered,3,711.1899999999999
1771,5771,37a64a6f,Cash on Delivery,17.87,Delivered,2,622.54
1772,5772,f26ee426,Debit Card,16.05,Delivered,1,448.15
1773,5773,abd487a4,Debit Card,8.23,Delivered,1,30.66
1774,5774,d04a109b,Net Banking,10.99,Delivered,1,832.11
1775,5775,82041756,UPI,12.62,Returned,3,840.63
1776,5776,f1d4d1d3,Net Banking,17.15,Delivered,2,961.5600000000001
1777,5777,b8e96ec5,Cash on Delivery,17.59,Delivered,3,3003.27
1778,5778,e2a4a7db,Credit Card,18.65,Delivered,1,296.95
1779,5779,4e781226,Credit Card,12.64,Delivered,2,1430.9599999999998
1780,5780,180900bc,UPI,15.41,Delivered,1,408.46
1781,5781,a97b9cc2,UPI,6.68,Cancelled,1,942.96
1782,5782,a81c78ef,Debit Card,13.48,Delivered,2,230.72
1783,5783,451cdc5b,Debit Card,8.73,Delivered,1,103.58
1784,5784,dd8674d1,Cash on Delivery,11.48,Delivered,1,123.92
1785,5785,ff94d6ab,Cash on Delivery,14.51,Delivered,1,93.88
1786,5786,40abc61a,Debit Card,8.85,Delivered,2,358.1
1787,5787,2cc7ae37,Net Banking,5.78,Delivered,1,228.76
1788,5788,f74f4cb1,UPI,5.15,Delivered,2,498.84000000000003
1789,5789,2ba824ee,UPI,5.33,Cancelled,1,105.63
1790,5790,82e33f7e,Credit Card,5.13,Delivered,3,1140.62
1791,5791,becaf4c3,Cash on Delivery,6.66,Delivered,1,789.84
1792,5792,85853e07,Net Banking,8.59,Delivered,1,147.2
1793,5793,dadef6c9,Cash on Delivery,8.32,Delivered,2,1100.77
1794,5794,f27e1207,Credit Card,19.8,Returned,2,1161.94
1795,5795,18611bb6,UPI,9.59,Delivered,1,239.9
1796,5796,560370a9,Debit Card,6.91,Delivered,3,530.49
1797,5797,741de2c1,Cash on Delivery,13.18,Delivered,1,222.83
1798,5798,9a3a5585,UPI,17.87,Delivered,1,303.08
1799,5799,8f328c6a,Net Banking,15.17,Delivered,1,694.29
1800,5800,a6d9af95,Net Banking,9.44,Delivered,1,211.56
1801,5801,f062dd23,Debit Card,13.42,Delivered,1,242.93
1802,5802,03b2bf85,Credit Card,15.72,Cancelled,2,273.34000000000003
1803,5803,bac1284d,UPI,15.92,Delivered,1,391.14
1804,5804,bec3ba15,Net Banking,15.0,Cancelled,1,1046.34
1805,5805,57c601ea,Net Banking,18.06,Delivered,3,607.99
1806,5806,99caeb2a,Debit Card,18.05,Delivered,1,121.58
1807,5807,849f6eb8,Net Banking,13.68,Delivered,2,711.74
1808,5808,e37338ed,Net Banking,11.45,Delivered,1,467.58
1809,5809,d2933255,Net Banking,14.62,Cancelled,1,901.64
1810,5810,276261b1,Debit Card,17.27,Delivered,1,38.05
1811,5811,32001e61,Cash on Delivery,5.08,Delivered,1,502.48
1812,5812,dde45136,Net Banking,19.88,Delivered,2,2328.4
1813,5813,4c90253a,Net Banking,7.74,Delivered,1,180.82
1814,5814,2d95c0e0,UPI,12.05,Cancelled,2,663.98
