order_id,transaction_id,User_ID,Product_ID,quantity,Final_Price(Rs.),net_revenue,date_id,Payment_Method,payment_id,shipping_cost,order_status,order_total,Price (Rs.),Discount_Percent
1402,5402,2af6136c,0244459e-1,1,35.9,35.9,275,Net Banking,3,14.08,Delivered,73.58,51.29,30.01
1402,5402,4d2cd201,875caa36-1,2,18.84,37.68,281,Credit Card,4,14.08,Delivered,73.58,18.84,0.0
1403,5403,47a50dbd,2ab12e1b-6,1,214.69,214.69,112,Credit Card,4,15.33,Delivered,214.69,429.37,50.0
1404,5404,c92d8776,61607168-d,1,128.38,128.38,216,Credit Card,4,9.23,Delivered,210.83,171.18,25.0
1404,5404,21bb3317,434c53a0-b,1,82.45,82.45,282,Debit Card,2,9.23,Delivered,210.83,82.45,0.0
1405,5405,97f73aeb,cac7db78-2,1,154.96,154.96,154,Credit Card,4,12.22,Delivered,312.54,182.3,15.0
1405,5405,e2d534fc,e4426847-7,1,157.58,157.58,283,Net Banking,3,12.22,Delivered,312.54,315.16,50.0
1406,5406,a1fef607,5f71ad74-e,1,210.79,210.79,112,UPI,1,5.67,Delivered,210.79,263.49,20.0
1407,5407,12574fb0,ade73cc0-5,1,15.4,15.4,134,UPI,1,17.26,Cancelled,15.4,30.8,50.0
1408,5408,8b449287,26b61a09-1,1,261.71,261.71,214,Debit Card,2,19.85,Delivered,261.71,307.9,15.0
1409,5409,df564d61,e9916462-0,1,388.6,388.6,16,UPI,1,11.1,Delivered,388.6,485.75,20.0
1410,5410,8033eca7,88463def-0,1,22.31,22.31,15,Debit Card,2,5.16,Delivered,22.31,44.62,50.0
1411,5411,c5a1e762,d2e653f1-1,1,392.8,392.8,10,UPI,1,7.55,Delivered,392.8,436.44,10.0
1412,5412,bc1ed9fe,d1391498-e,4,241.2,964.8,284,Debit Card,2,14.79,Delivered,2138.7,482.4,50.0
1412,5412,91da6560,03855207-2,1,300.78,300.78,100,Cash on Delivery,5,14.79,Delivered,2138.7,429.69,30.0
1412,5412,c30630f7,2fe45a62-d,2,436.56,873.12,174,UPI,1,14.79,Delivered,2138.7,436.56,0.0
1413,5413,75e0ba29,1a020527-c,1,141.84,141.84,143,UPI,1,14.18,Cancelled,288.44,149.3,5.0
1413,5413,495bd9f4,1d77c7af-3,1,146.6,146.6,245,Net Banking,3,14.18,Cancelled,288.44,293.2,50.0
1414,5414,d20acbb2,5c0c794f-c,1,416.7,416.7,116,Credit Card,4,16.82,Delivered,590.31,416.7,0.0
1414,5414,b0de127f,5f4bc204-f,1,71.94,71.94,88,Debit Card,2,16.82,Delivered,590.31,95.92,25.0
1414,5414,88e7a084,aff28293-4,3,33.89,101.67,86,Debit Card,2,16.82,Delivered,590.31,39.87,15.0
1415,5415,29d6e060,dfbc899b-5,1,15.65,15.65,91,Debit Card,2,8.81,Delivered,669.03,16.47,4.98
1415,5415,b110fa93,2c770b54-1,2,326.69,653.38,177,Cash on Delivery,5,8.81,Delivered,669.03,343.88,5.0
1416,5416,51a1d498,6ee9e3f0-3,1,359.45,359.45,285,Net Banking,3,16.45,Delivered,423.12,399.39,10.0
1416,5416,14fe692a,58741ec0-3,1,63.67,63.67,56,UPI,1,16.45,Delivered,423.12,67.02,5.0
1417,5417,5fbd3fd3,fd204ae7-3,1,149.98,149.98,279,Debit Card,2,15.32,Delivered,639.91,149.98,0.0
1417,5417,2359eacf,f9b277b8-e,1,186.79,186.79,15,Debit Card,2,15.32,Delivered,639.91,207.54,10.0
1417,5417,005258a0,273c5035-2,1,303.14,303.14,32,Debit Card,2,15.32,Delivered,639.91,303.14,0.0
1418,5418,b2d5adaa,1990cfc9-5,1,117.12,117.12,57,UPI,1,9.84,Delivered,117.12,130.13,10.0
1419,5419,c79eeec5,1fe8c373-3,1,338.27,338.27,168,Credit Card,4,13.18,Cancelled,1625.95,397.97,15.0
1419,5419,ed900f52,38f70e29-6,4,321.92,1287.68,159,Debit Card,2,13.18,Cancelled,1625.95,429.22,25.0
1420,5420,7ff3fdbe,5a6c83a3-a,1,411.31,411.31,81,UPI,1,7.21,Delivered,411.31,483.9,15.0
1421,5421,6b4ec06c,4c54fc1d-0,2,124.56,249.12,22,Credit Card,4,11.79,Cancelled,405.1,124.56,0.0
1421,5421,4d48ec1e,e01767b6-4,1,155.98,155.98,102,UPI,1,11.79,Cancelled,405.1,183.51,15.0
1422,5422,f6e5828e,3a6f86b9-b,1,146.19,146.19,208,Debit Card,2,18.22,Delivered,1893.03,292.37,50.0
1422,5422,e7dc9f25,36d0d0c8-a,3,410.5,1231.5,73,Net Banking,3,18.22,Delivered,1893.03,432.1,5.0
1422,5422,dcaca6db,06fff043-4,2,257.67,515.34,270,Debit Card,2,18.22,Delivered,1893.03,257.67,0.0
1423,5423,d8e94022,fdcb2e14-f,1,36.39,36.39,257,Cash on Delivery,5,11.32,Delivered,550.97,48.52,25.0
1423,5423,447148db,a952cd60-a,1,294.74,294.74,286,UPI,1,11.32,Delivered,550.97,368.42,20.0
1423,5423,f508691b,ac287cf7-1,1,219.84,219.84,25,Debit Card,2,11.32,Delivered,550.97,439.67,50.0
1424,5424,05b592f1,b5b87c28-8,2,169.63,339.26,131,Net Banking,3,17.59,Delivered,339.26,169.63,0.0
1425,5425,02dde509,4ae93dc1-f,1,22.95,22.95,203,Credit Card,4,13.85,Delivered,132.33,32.78,29.99
1425,5425,8e6f1de2,624d50b3-3,2,30.14,60.28,153,Cash on Delivery,5,13.85,Delivered,132.33,31.73,5.01
1425,5425,50a7e7f0,230d9649-c,1,49.1,49.1,46,Credit Card,4,13.85,Delivered,132.33,70.14,30.0
1426,5426,56949334,680206e7-9,1,365.77,365.77,287,Debit Card,2,7.88,Cancelled,1404.65,430.32,15.0
1426,5426,0142a38f,efbe8e1f-1,3,238.68,716.04,139,Debit Card,2,7.88,Cancelled,1404.65,280.8,15.0
1426,5426,ca48ec71,efa8cfb9-7,4,80.71,322.84,198,UPI,1,7.88,Cancelled,1404.65,107.61,25.0
1427,5427,2fdaa4b7,264cc6f2-b,1,180.9,180.9,174,Net Banking,3,13.72,Delivered,180.9,361.79,50.0
1428,5428,8fa5b154,bc26060a-5,2,288.6,577.2,120,Credit Card,4,12.59,Delivered,577.2,384.8,25.0
1429,5429,b17a752f,f0ed22c9-3,2,452.74,905.48,174,Credit Card,4,10.98,Delivered,1257.5,476.57,5.0
1429,5429,a91f12d4,317d65ec-f,2,176.01,352.02,267,Debit Card,2,10.98,Delivered,1257.5,176.01,0.0
1430,5430,4ec47a3b,2117c581-f,4,74.53,298.12,71,UPI,1,6.79,Delivered,298.12,106.47,30.0
1431,5431,48a6965d,51ea777d-f,1,251.13,251.13,189,Cash on Delivery,5,11.25,Delivered,673.3299999999999,251.13,0.0
1431,5431,9d75a469,21e66fb0-8,2,17.84,35.68,288,Debit Card,2,11.25,Delivered,673.3299999999999,23.78,24.98
1431,5431,7be076d6,968716f9-d,2,193.26,386.52,174,Debit Card,2,11.25,Delivered,673.3299999999999,203.43,5.0
1432,5432,b7c3b707,59f12f5e-a,1,272.51,272.51,170,Cash on Delivery,5,6.09,Delivered,905.54,286.85,5.0
1432,5432,040f37d3,b6968744-f,1,55.51,55.51,168,Cash on Delivery,5,6.09,Delivered,905.54,61.68,10.0
1432,5432,8350077d,5b190265-c,1,368.54,368.54,184,Cash on Delivery,5,6.09,Delivered,905.54,387.94,5.0
1432,5432,789a89e9,9fbcb30e-3,2,104.49,208.98,281,UPI,1,6.09,Delivered,905.54,116.1,10.0
1433,5433,b080fc6d,0907acd4-7,2,119.42,238.84,243,Net Banking,3,6.48,Delivered,238.84,125.71,5.0
1434,5434,4e3dd393,ac890a55-a,1,295.74,295.74,126,Debit Card,2,11.24,Delivered,295.74,347.93,15.0
1435,5435,f85e08f6,f9379563-e,1,18.14,18.14,243,Net Banking,3,9.58,Delivered,186.15,19.09,4.98
1435,5435,01c083f3,ef5c107c-f,1,168.01,168.01,86,UPI,1,9.58,Delivered,186.15,197.66,15.0
1436,5436,5a3d3299,9a743f52-0,1,358.86,358.86,31,Credit Card,4,18.88,Delivered,1033.69,448.57,20.0
1436,5436,bc9e7036,2d6d02c8-3,1,340.7,340.7,75,UPI,1,18.88,Delivered,1033.69,378.56,10.0
1436,5436,ee01470d,4ee8e600-b,1,334.13,334.13,289,Debit Card,2,18.88,Delivered,1033.69,393.1,15.0
1437,5437,2ad94b3d,056e009d-6,2,372.23,744.46,106,Cash on Delivery,5,10.64,Cancelled,744.46,496.31,25.0
1438,5438,8daa1ef8,fc66d1b9-d,1,336.45,336.45,290,UPI,1,16.37,Delivered,1304.14,480.65,30.0
1438,5438,2803642c,47dcb49b-5,3,124.03,372.09,291,Cash on Delivery,5,16.37,Delivered,1304.14,155.04,20.0
1438,5438,ed1329e5,8b31b952-b,1,52.6,52.6,220,Credit Card,4,16.37,Delivered,1304.14,52.6,0.0
1438,5438,17a03a8e,02895d3a-7,4,135.75,543.0,155,Cash on Delivery,5,16.37,Delivered,1304.14,169.69,20.0
1439,5439,ee1350fc,c57a437c-b,1,464.61,464.61,209,Net Banking,3,12.95,Cancelled,464.61,464.61,0.0
1440,5440,72f040c8,51f611f7-5,2,53.13,106.26,212,Net Banking,3,15.56,Delivered,106.26,75.9,30.0
1441,5441,2fcdb2c6,9823aeae-9,1,64.3,64.3,190,Credit Card,4,8.9,Delivered,64.3,75.65,15.0
1442,5442,63080f53,a18c2dc8-6,1,169.11,169.11,151,UPI,1,19.13,Delivered,483.75,241.58,30.0
1442,5442,c7022532,cc07fdea-5,1,314.64,314.64,284,Cash on Delivery,5,19.13,Delivered,483.75,419.52,25.0
1443,5443,d42bcbcb,676d7645-b,1,347.12,347.12,79,Credit Card,4,12.95,Delivered,347.12,365.39,5.0
1444,5444,a5973501,d29842bf-5,2,217.62,435.24,264,Credit Card,4,17.47,Cancelled,857.13,310.88,30.0
1444,5444,4674ffc8,90083387-2,1,333.65,333.65,237,Cash on Delivery,5,17.47,Cancelled,857.13,370.72,10.0
1444,5444,76b1b3ab,3ad00ebe-5,4,22.06,88.24,256,Debit Card,2,17.47,Cancelled,857.13,25.95,14.99
1445,5445,6b417ce5,25583753-9,1,35.89,35.89,119,UPI,1,10.48,Delivered,35.89,51.27,30.0
1446,5446,d5daed7a,ee59d876-b,4,479.19,1916.76,74,Debit Card,2,6.5,Delivered,1916.76,479.19,0.0
1447,5447,a9f98de1,9336c2d1-1,1,59.44,59.44,5,Credit Card,4,15.11,Delivered,59.44,79.25,25.0
1448,5448,608c2f04,e139b477-2,1,219.61,219.61,81,UPI,1,5.12,Delivered,219.61,313.73,30.0
1449,5449,288cd987,4f25c1c1-a,1,362.88,362.88,89,Debit Card,2,12.13,Delivered,470.7,403.2,10.0
1449,5449,d4184040,68912f50-f,3,35.94,107.82,292,Credit Card,4,12.13,Delivered,470.7,37.83,5.0
1450,5450,3f68ed08,f01054be-4,1,257.56,257.56,141,UPI,1,7.89,Delivered,257.56,367.95,30.0
1451,5451,69ca6114,08e2216f-5,1,135.74,135.74,203,Cash on Delivery,5,14.41,Delivered,473.32,271.48,50.0
1451,5451,def9391b,00d20e0d-6,1,337.58,337.58,62,Debit Card,2,14.41,Delivered,473.32,355.35,5.0
1452,5452,249fb3ec,2b55fe4e-5,1,205.3,205.3,148,Net Banking,3,19.69,Delivered,572.31,293.28,30.0
1452,5452,0b44393a,b75e39cc-4,1,187.12,187.12,122,Cash on Delivery,5,19.69,Delivered,572.31,187.12,0.0
1452,5452,978ce91d,e2cdb444-c,1,179.89,179.89,89,Net Banking,3,19.69,Delivered,572.31,199.88,10.0
1453,5453,1c98d9cb,9bba74d0-a,2,241.98,483.96,196,Debit Card,2,11.97,Delivered,719.04,268.87,10.0
1453,5453,2ff6e11d,db0c8025-6,2,117.54,235.08,164,Debit Card,2,11.97,Delivered,719.04,130.6,10.0
1454,5454,d23c9a23,406b9285-e,3,316.59,949.77,224,UPI,1,17.26,Delivered,949.77,395.74,20.0
1455,5455,a6f6238c,9ca7c504-6,1,395.63,395.63,293,Net Banking,3,12.62,Delivered,395.63,465.45,15.0
1456,5456,d95237bb,bfc775a1-a,1,246.39,246.39,294,UPI,1,12.44,Delivered,246.39,259.36,5.0
1457,5457,d38a19bf,fde50f9c-5,4,186.23,744.92,52,Net Banking,3,18.96,Delivered,744.92,232.79,20.0
1458,5458,af0d5699,ae992cfe-8,1,421.99,421.99,127,Net Banking,3,18.35,Delivered,421.99,421.99,0.0
1459,5459,3d080554,9e94c33f-a,1,282.62,282.62,109,Credit Card,4,16.79,Delivered,1045.46,282.62,0.0
1459,5459,cf4ecbd8,c6297969-c,2,381.42,762.84,207,Cash on Delivery,5,16.79,Delivered,1045.46,381.42,0.0
1460,5460,148a6381,20f883e0-e,1,456.74,456.74,73,Net Banking,3,9.44,Delivered,1247.22,456.74,0.0
1460,5460,460c3e00,65f8d376-1,1,309.46,309.46,146,Debit Card,2,9.44,Delivered,1247.22,309.46,0.0
1460,5460,ad772c5a,840db3df-5,1,200.04,200.04,117,UPI,1,9.44,Delivered,1247.22,400.08,50.0
1460,5460,e8a90aab,a6212e2e-a,1,280.98,280.98,240,Net Banking,3,9.44,Delivered,1247.22,330.56,15.0
1461,5461,60df4c06,7cf4dc07-6,1,233.48,233.48,295,Credit Card,4,13.18,Delivered,275.02,311.3,25.0
1461,5461,ce4f5068,ac7bf91d-0,1,30.02,30.02,199,Cash on Delivery,5,13.18,Delivered,275.02,42.89,30.01
1461,5461,0b4f24e1,2fe1f2b3-b,1,11.52,11.52,172,Debit Card,2,13.18,Delivered,275.02,14.4,20.0
1462,5462,46b58d00,4e553a64-6,2,94.67,189.34,212,UPI,1,8.36,Delivered,1254.64,189.35,50.0
1462,5462,f17e39c3,a552d4bc-8,1,21.25,21.25,124,UPI,1,8.36,Delivered,1254.64,28.34,25.02
1462,5462,681e2800,48db1429-2,2,366.45,732.9,242,Cash on Delivery,5,8.36,Delivered,1254.64,488.6,25.0
1462,5462,ab1add51,ced724ce-2,1,311.15,311.15,172,Net Banking,3,8.36,Delivered,1254.64,388.94,20.0
1463,5463,191c2795,9d539845-5,2,229.32,458.64,209,Credit Card,4,11.66,Delivered,458.64,327.6,30.0
1464,5464,6db9b785,5d23a21a-a,3,53.1,159.3,43,Cash on Delivery,5,12.26,Returned,159.3,62.47,15.0
1465,5465,33c35bb2,77b44571-a,2,39.99,79.98,181,Debit Card,2,17.47,Cancelled,753.72,49.99,20.0
1465,5465,29f39439,61a89e00-6,2,336.87,673.74,200,Debit Card,2,17.47,Cancelled,753.72,336.87,0.0
1466,5466,b914b76f,0ab77e86-e,1,184.89,184.89,188,UPI,1,18.44,Delivered,624.42,231.11,20.0
1466,5466,8ef41c4f,34d122bf-5,1,75.22,75.22,38,Credit Card,4,18.44,Delivered,624.42,94.02,20.0
1466,5466,b005a380,ae024f47-f,1,120.66,120.66,296,Credit Card,4,18.44,Delivered,624.42,160.88,25.0
1466,5466,5081323a,f1bc8bc3-c,1,243.65,243.65,230,Cash on Delivery,5,18.44,Delivered,624.42,243.65,0.0
1467,5467,f747c9ed,e2579884-9,1,46.75,46.75,75,UPI,1,11.22,Delivered,346.77,55.0,15.0
1467,5467,7c123e25,71e34e7e-d,1,300.02,300.02,34,Debit Card,2,11.22,Delivered,346.77,333.36,10.0
1468,5468,be4d0858,87f0d140-4,1,215.56,215.56,265,Net Banking,3,5.27,Cancelled,215.56,431.13,50.0
1469,5469,092a5a44,80478563-7,3,168.56,505.68,79,Net Banking,3,17.93,Delivered,1257.78,168.56,0.0
1469,5469,8ce64055,37a661c4-a,2,376.05,752.1,297,Debit Card,2,17.93,Delivered,1257.78,442.41,15.0
1470,5470,2f07538e,564328a3-b,1,161.1,161.1,298,Net Banking,3,7.61,Delivered,161.1,214.8,25.0
1471,5471,3d77ab6d,b4a1e1c6-8,1,244.37,244.37,20,Net Banking,3,14.33,Delivered,244.37,244.37,0.0
1472,5472,e2d9e617,6f3a6478-1,2,54.59,109.18,233,Cash on Delivery,5,5.37,Delivered,972.1,64.22,15.0
1472,5472,2e19e8b7,b5f17aa1-3,1,330.43,330.43,7,Cash on Delivery,5,5.37,Delivered,972.1,388.74,15.0
1472,5472,2081a750,c9dde1e5-4,1,144.58,144.58,167,Cash on Delivery,5,5.37,Delivered,972.1,170.1,15.0
1472,5472,b857395f,56534cf5-a,1,387.91,387.91,261,Credit Card,4,5.37,Delivered,972.1,484.89,20.0
1473,5473,f1f41f6b,0de4281d-7,1,109.94,109.94,101,Cash on Delivery,5,10.99,Delivered,564.79,129.34,15.0
1473,5473,36056157,5c564283-5,1,454.85,454.85,264,Credit Card,4,10.99,Delivered,564.79,478.79,5.0
1474,5474,ecbb43d3,a7f3a36d-b,2,332.42,664.84,174,Credit Card,4,19.79,Returned,664.84,369.36,10.0
1475,5475,d0cca08b,c803cb4d-f,1,155.46,155.46,257,Cash on Delivery,5,6.51,Delivered,597.97,194.33,20.0
1475,5475,d627f474,99bb9054-c,1,442.51,442.51,72,Credit Card,4,6.51,Delivered,597.97,442.51,0.0
1476,5476,a0944d1e,1cf43582-9,2,326.6,653.2,94,Debit Card,2,11.36,Delivered,1302.68,384.23,15.0
1476,5476,d290f1f8,3d7c2710-7,2,324.74,649.48,299,Debit Card,2,11.36,Delivered,1302.68,341.83,5.0
1477,5477,54caabdb,27086972-3,1,90.09,90.09,146,Credit Card,4,9.61,Delivered,754.89,105.99,15.0
1477,5477,0d1478d4,62004d3d-c,2,332.4,664.8,114,Credit Card,4,9.61,Delivered,754.89,443.2,25.0
1478,5478,24d2a786,1dacee5b-e,4,242.15,968.6,29,UPI,1,18.58,Delivered,968.6,269.06,10.0
1479,5479,635a5c98,1cda4de8-a,3,246.32,738.96,300,Net Banking,3,18.04,Delivered,738.96,259.28,5.0
1480,5480,a1aad5f0,36fe6ac6-2,2,415.02,830.04,301,Net Banking,3,8.57,Delivered,1386.64,436.86,5.0
1480,5480,58ced1cb,13c71160-0,2,142.27,284.54,126,Cash on Delivery,5,8.57,Delivered,1386.64,203.25,30.0
1480,5480,3ddad16f,3230bb6d-2,1,272.06,272.06,34,Cash on Delivery,5,8.57,Delivered,1386.64,302.29,10.0
1481,5481,480c40b5,c65f5cbc-4,2,7.69,15.38,108,Debit Card,2,6.22,Delivered,239.94,15.38,50.0
1481,5481,101938a5,c4f71922-a,2,112.28,224.56,302,Cash on Delivery,5,6.22,Delivered,239.94,224.56,50.0
1482,5482,dee35fc3,61556376-b,1,50.36,50.36,13,Credit Card,4,14.41,Cancelled,2137.9700000000003,55.95,9.99
1482,5482,27016f42,c9254109-5,1,232.25,232.25,259,Cash on Delivery,5,14.41,Cancelled,2137.9700000000003,309.67,25.0
1482,5482,d8e74ba4,a5155b7e-c,2,191.24,382.48,297,Net Banking,3,14.41,Cancelled,2137.9700000000003,201.3,5.0
1482,5482,c51dd6f8,44d13aee-8,4,368.22,1472.88,297,Credit Card,4,14.41,Cancelled,2137.9700000000003,433.2,15.0
1483,5483,c9964d37,6c21e943-3,1,223.27,223.27,180,Debit Card,2,10.05,Delivered,223.27,318.96,30.0
1484,5484,e0f55269,6b4cb792-5,1,180.6,180.6,170,UPI,1,15.08,Delivered,1017.88,180.6,0.0
1484,5484,3bea58ee,38ffeb9d-2,2,185.29,370.58,130,Credit Card,4,15.08,Delivered,1017.88,185.29,0.0
1484,5484,3e68b451,40253e54-c,1,305.29,305.29,257,Credit Card,4,15.08,Delivered,1017.88,339.21,10.0
1484,5484,2cac4c48,d36761e5-d,1,161.41,161.41,211,Credit Card,4,15.08,Delivered,1017.88,189.9,15.0
1485,5485,fec142e5,1ceb87ae-e,1,230.04,230.04,107,Net Banking,3,5.48,Delivered,372.98,255.6,10.0
1485,5485,57cf5b46,a595d509-9,1,142.94,142.94,103,Cash on Delivery,5,5.48,Delivered,372.98,178.67,20.0
1486,5486,0a75e9da,c5cfe88d-5,2,96.67,193.34,298,Net Banking,3,7.0,Delivered,193.34,128.89,25.0
1487,5487,0f11e6c8,dd69f824-e,1,436.28,436.28,209,Net Banking,3,15.3,Delivered,944.96,484.75,10.0
1487,5487,6d18ec79,52a11028-5,1,140.52,140.52,269,Credit Card,4,15.3,Delivered,944.96,147.92,5.0
1487,5487,4b1faad3,50dd3bf5-d,1,139.82,139.82,66,Credit Card,4,15.3,Delivered,944.96,155.36,10.0
1487,5487,5e8e658d,c30789e2-2,1,228.34,228.34,164,UPI,1,15.3,Delivered,944.96,268.63,15.0
1488,5488,bb2f1a1e,1e8f5c9f-0,2,271.97,543.94,229,Credit Card,4,8.19,Cancelled,543.94,319.97,15.0
1489,5489,93d032e8,c06702ca-7,1,102.47,102.47,54,Debit Card,2,17.86,Cancelled,102.47,204.93,50.0
1490,5490,26525a44,5be07323-d,1,169.49,169.49,47,Net Banking,3,5.88,Delivered,235.13,242.13,30.0
1490,5490,7f6e9ab5,a38a732e-9,1,65.64,65.64,9,Cash on Delivery,5,5.88,Delivered,235.13,77.22,15.0
1491,5491,d5a74f3f,3d5fe14e-1,1,253.97,253.97,185,Debit Card,2,8.23,Delivered,253.97,298.79,15.0
1492,5492,a453276f,1f7ef990-f,2,403.11,806.22,290,Cash on Delivery,5,19.98,Delivered,1467.29,424.33,5.0
1492,5492,27e8fb1c,0ab6838c-8,1,341.77,341.77,303,Debit Card,2,19.98,Delivered,1467.29,455.69,25.0
1492,5492,6f5fd5f2,b1cac920-f,2,159.65,319.3,5,UPI,1,19.98,Delivered,1467.29,319.29,50.0
1493,5493,f2df6fa0,2e962d53-a,1,364.52,364.52,53,Cash on Delivery,5,11.5,Delivered,446.31,428.85,15.0
1493,5493,6885f20e,ab9809e2-9,1,81.79,81.79,209,Cash on Delivery,5,11.5,Delivered,446.31,116.85,30.0
1494,5494,4afdef19,b52f485a-a,2,289.34,578.68,304,Net Banking,3,15.54,Delivered,578.68,304.57,5.0
1495,5495,baf84657,25d4249f-8,3,249.37,748.11,260,UPI,1,7.74,Cancelled,1508.67,356.25,30.0
1495,5495,e37ad791,1a0d08bb-d,3,253.52,760.5600000000001,305,Net Banking,3,7.74,Cancelled,1508.67,316.9,20.0
1496,5496,7a4dacb1,d973b6bf-e,1,230.99,230.99,6,Credit Card,4,14.15,Delivered,230.99,256.66,10.0
1497,5497,2ae065a3,e9cc48b5-8,1,294.48,294.48,232,UPI,1,15.89,Delivered,294.48,420.68,30.0
1498,5498,78595586,729191af-4,3,223.89,671.67,132,Cash on Delivery,5,9.72,Delivered,671.67,223.89,0.0
1499,5499,8d680e8e,7172d13e-a,1,168.56,168.56,78,Debit Card,2,17.43,Delivered,168.56,337.11,50.0
1500,5500,eae2f779,522fb9fb-8,2,137.59,275.18,283,UPI,1,14.05,Delivered,275.18,196.56,30.0
1501,5501,7c9152e1,e4733b2d-3,2,183.27,366.54,268,Credit Card,4,10.84,Delivered,366.54,215.61,15.0
1502,5502,34cb1abe,fa44d09d-5,3,80.79,242.37,96,Credit Card,4,13.36,Delivered,1289.4,89.77,10.0
1502,5502,2d07ff15,1ec3ccd5-c,3,349.01,1047.03,82,Cash on Delivery,5,13.36,Delivered,1289.4,498.59,30.0
1503,5503,b6d93334,503f3f21-6,1,152.26,152.26,3,Cash on Delivery,5,13.65,Delivered,152.26,217.51,30.0
1504,5504,c8ca95d2,60fad8b3-2,2,34.77,69.54,306,Credit Card,4,7.48,Delivered,533.19,49.67,30.0
1504,5504,292307da,e740000e-2,1,370.57,370.57,173,UPI,1,7.48,Delivered,533.19,435.97,15.0
1504,5504,f6c2e5a1,da046af8-6,1,93.08,93.08,23,UPI,1,7.48,Delivered,533.19,186.17,50.0
1505,5505,e88f788c,abfbb29e-b,1,323.83,323.83,267,Debit Card,2,11.04,Delivered,323.83,462.62,30.0
1506,5506,64775252,0d67cfca-0,1,345.81,345.81,183,Net Banking,3,10.15,Delivered,808.97,406.83,15.0
1506,5506,04318409,a23c4e84-f,2,231.58,463.16,192,UPI,1,10.15,Delivered,808.97,289.48,20.0
1507,5507,0304a5d8,4581d011-b,4,196.91,787.64,235,Cash on Delivery,5,11.01,Cancelled,787.64,393.82,50.0
1508,5508,47154b02,56e22c85-1,1,77.91,77.91,144,UPI,1,16.42,Delivered,250.24,155.81,50.0
1508,5508,8b3bf27b,a2e789d0-4,1,172.33,172.33,21,Net Banking,3,16.42,Delivered,250.24,246.18,30.0
1509,5509,bba6b57f,d516e842-3,2,61.85,123.7,292,UPI,1,12.24,Delivered,123.7,123.71,50.0
1510,5510,77c9aa5b,d001ebc6-5,3,319.64,958.92,134,UPI,1,19.1,Delivered,958.92,355.16,10.0
1511,5511,e4fddc69,03f0b59e-9,2,306.09,612.18,52,Cash on Delivery,5,9.41,Delivered,612.18,340.1,10.0
1512,5512,a70e28bf,23a7ef19-c,2,209.34,418.68,149,Cash on Delivery,5,11.24,Delivered,418.68,418.67,50.0
1513,5513,3598a6ef,d11ab1dd-a,3,111.96,335.88,134,Net Banking,3,16.8,Delivered,1165.14,159.95,30.0
1513,5513,4d7042f4,071b5966-3,1,244.71,244.71,279,Cash on Delivery,5,16.8,Delivered,1165.14,489.42,50.0
1513,5513,8ece3add,bfd85ecd-1,3,20.62,61.86,225,Debit Card,2,16.8,Delivered,1165.14,29.46,30.01
1513,5513,dd8e5c2a,ecadc556-c,3,174.23,522.6899999999999,81,Cash on Delivery,5,16.8,Delivered,1165.14,183.4,5.0
1514,5514,6b9506f3,1a6e3dfa-a,3,291.37,874.11,297,Debit Card,2,13.19,Delivered,1362.35,323.74,10.0
1514,5514,562cdfd2,dec191a8-2,1,412.28,412.28,267,Net Banking,3,13.19,Delivered,1362.35,458.09,10.0
1514,5514,78bc03e4,43eb2577-2,3,25.32,75.96000000000001,146,Debit Card,2,13.19,Delivered,1362.35,29.79,15.01
1515,5515,fe89cb74,4f3b47d6-3,1,58.81,58.81,79,Debit Card,2,13.21,Delivered,740.6500000000001,69.19,15.0
1515,5515,6b395741,aef8a1b7-f,1,285.18,285.18,158,Net Banking,3,13.21,Delivered,740.6500000000001,285.18,0.0
1515,5515,c7be3edf,43adcdc7-3,2,198.33,396.66,19,Cash on Delivery,5,13.21,Delivered,740.6500000000001,247.91,20.0
1516,5516,65f5b50d,98fa1373-2,1,444.16,444.16,170,Cash on Delivery,5,5.8,Delivered,444.16,493.51,10.0
1517,5517,4d2c701a,d6fd4ffa-b,1,184.5,184.5,208,Debit Card,2,10.98,Delivered,184.5,184.5,0.0
1518,5518,28223fc3,36e9439c-e,2,160.34,320.68,285,Credit Card,4,9.06,Delivered,320.68,320.67,50.0
1519,5519,a9f47880,c66354db-6,2,363.06,726.12,152,Net Banking,3,19.99,Delivered,1350.56,403.4,10.0
1519,5519,cfc35694,fbe1be6d-3,2,312.22,624.44,196,UPI,1,19.99,Delivered,1350.56,416.29,25.0
1520,5520,f1dc18ef,3cd49ea6-1,1,232.35,232.35,272,UPI,1,9.63,Delivered,611.41,464.71,50.0
1520,5520,541f1998,4395c151-c,2,189.53,379.06,305,Cash on Delivery,5,9.63,Delivered,611.41,270.76,30.0
1521,5521,45f92c91,cb403165-3,1,175.86,175.86,173,Debit Card,2,18.27,Delivered,175.86,175.86,0.0
1522,5522,a1573efd,00bb902e-c,2,147.52,295.04,115,Cash on Delivery,5,15.14,Delivered,295.04,163.91,10.0
1523,5523,bc601032,48dde606-1,1,145.9,145.9,132,Cash on Delivery,5,10.11,Delivered,611.1899999999999,182.37,20.0
1523,5523,d60ab6ad,84268f41-1,2,190.26,380.52,67,Debit Card,2,10.11,Delivered,611.1899999999999,190.26,0.0
1523,5523,4b3752aa,8afa06d8-5,1,84.77,84.77,299,Credit Card,4,10.11,Delivered,611.1899999999999,169.53,50.0
