Product_ID,Category,brand,price_band
9e13e61e-c,Home & Kitchen,Brand A,High
e80edd02-2,Beauty,Brand A,High
1a3aa7ac-9,Sports,Brand B,High
0244459e-1,Toys,Brand A,Medium
875caa36-1,Clothing,Brand B,Low
2ab12e1b-6,Books,Brand A,High
61607168-d,Electronics,Brand A,Medium
434c53a0-b,Beauty,Brand B,Medium
cac7db78-2,Electronics,Brand B,Medium
e4426847-7,Books,Brand B,High
5f71ad74-e,Home & Kitchen,Brand D,High
ade73cc0-5,Toys,Brand B,Low
26b61a09-1,Sports,Brand D,High
e9916462-0,Home & Kitchen,Brand D,High
88463def-0,Toys,Brand B,Low
d2e653f1-1,Books,Brand B,High
d1391498-e,Sports,Brand B,High
03855207-2,Home & Kitchen,Brand A,High
2fe45a62-d,Toys,Brand A,High
1a020527-c,Home & Kitchen,Brand B,Medium
1d77c7af-3,Home & Kitchen,Brand C,High
5c0c794f-c,Clothing,Brand B,High
5f4bc204-f,Home & Kitchen,Brand C,Medium
aff28293-4,Home & Kitchen,Brand A,Low
dfbc899b-5,Books,Brand A,Low
2c770b54-1,Home & Kitchen,Brand C,High
6ee9e3f0-3,Sports,Brand A,High
58741ec0-3,Clothing,Brand B,Medium
fd204ae7-3,Clothing,Brand C,Medium
f9b277b8-e,Clothing,Brand C,High
273c5035-2,Electronics,Brand D,High
1990cfc9-5,Beauty,Brand A,Medium
1fe8c373-3,Toys,Brand C,High
38f70e29-6,Beauty,Brand C,High
5a6c83a3-a,Clothing,Brand C,High
4c54fc1d-0,Beauty,Brand A,Medium
e01767b6-4,Books,Brand C,Medium
3a6f86b9-b,Toys,Brand C,High
36d0d0c8-a,Toys,Brand B,High
06fff043-4,Home & Kitchen,Brand B,High
fdcb2e14-f,Toys,Brand D,Low
a952cd60-a,Books,Brand C,High
ac287cf7-1,Sports,Brand A,High
b5b87c28-8,Toys,Brand D,Medium
4ae93dc1-f,Electronics,Brand D,Low
624d50b3-3,Books,Brand D,Low
230d9649-c,Home & Kitchen,Brand C,Medium
680206e7-9,Clothing,Brand D,High
efbe8e1f-1,Books,Brand A,High
efa8cfb9-7,Electronics,Brand B,Medium
264cc6f2-b,Books,Brand B,High
bc26060a-5,Electronics,Brand C,High
f0ed22c9-3,Beauty,Brand A,High
317d65ec-f,Electronics,Brand A,Medium
2117c581-f,Sports,Brand A,Medium
51ea777d-f,Sports,Brand C,High
21e66fb0-8,Sports,Brand A,Low
968716f9-d,Home & Kitchen,Brand B,High
59f12f5e-a,Home & Kitchen,Brand A,High
b6968744-f,Books,Brand A,Medium
5b190265-c,Toys,Brand C,High
9fbcb30e-3,Electronics,Brand D,Medium
0907acd4-7,Home & Kitchen,Brand D,Medium
ac890a55-a,Books,Brand C,High
f9379563-e,Home & Kitchen,Brand C,Low
ef5c107c-f,Home & Kitchen,Brand C,Medium
9a743f52-0,Beauty,Brand C,High
2d6d02c8-3,Electronics,Brand A,High
4ee8e600-b,Clothing,Brand A,High
056e009d-6,Beauty,Brand D,High
fc66d1b9-d,Books,Brand C,High
47dcb49b-5,Sports,Brand C,Medium
8b31b952-b,Home & Kitchen,Brand A,Medium
02895d3a-7,Sports,Brand C,Medium
c57a437c-b,Home & Kitchen,Brand B,High
51f611f7-5,Electronics,Brand A,Medium
9823aeae-9,Electronics,Brand B,Medium
a18c2dc8-6,Clothing,Brand A,High
cc07fdea-5,Clothing,Brand A,High
676d7645-b,Books,Brand A,High
d29842bf-5,Electronics,Brand D,High
90083387-2,Beauty,Brand D,High
3ad00ebe-5,Sports,Brand A,Low
25583753-9,Home & Kitchen,Brand A,Medium
ee59d876-b,Beauty,Brand A,High
9336c2d1-1,Home & Kitchen,Brand A,Medium
e139b477-2,Beauty,Brand C,High
4f25c1c1-a,Beauty,Brand C,High
68912f50-f,Toys,Brand C,Low
f01054be-4,Home & Kitchen,Brand D,High
08e2216f-5,Beauty,Brand B,High
00d20e0d-6,Home & Kitchen,Brand A,High
2b55fe4e-5,Beauty,Brand C,High
b75e39cc-4,Books,Brand C,Medium
e2cdb444-c,Beauty,Brand C,Medium
9bba74d0-a,Clothing,Brand A,High
db0c8025-6,Electronics,Brand A,Medium
406b9285-e,Home & Kitchen,Brand B,High
9ca7c504-6,Electronics,Brand D,High
bfc775a1-a,Beauty,Brand B,High
fde50f9c-5,Clothing,Brand A,High
ae992cfe-8,Electronics,Brand B,High
9e94c33f-a,Sports,Brand C,High
c6297969-c,Clothing,Brand B,High
20f883e0-e,Toys,Brand C,High
65f8d376-1,Sports,Brand B,High
840db3df-5,Electronics,Brand C,High
a6212e2e-a,Sports,Brand B,High
7cf4dc07-6,Toys,Brand D,High
ac7bf91d-0,Electronics,Brand B,Low
2fe1f2b3-b,Clothing,Brand A,Low
4e553a64-6,Sports,Brand A,Medium
a552d4bc-8,Home & Kitchen,Brand C,Low
48db1429-2,Clothing,Brand A,High
ced724ce-2,Toys,Brand C,High
9d539845-5,Home & Kitchen,Brand D,High
5d23a21a-a,Toys,Brand A,Medium
77b44571-a,Beauty,Brand A,Low
61a89e00-6,Toys,Brand C,High
0ab77e86-e,Toys,Brand D,High
34d122bf-5,Toys,Brand D,Medium
ae024f47-f,Clothing,Brand B,Medium
f1bc8bc3-c,Beauty,Brand C,High
e2579884-9,Home & Kitchen,Brand C,Medium
71e34e7e-d,Toys,Brand D,High
87f0d140-4,Sports,Brand C,High
80478563-7,Books,Brand A,Medium
37a661c4-a,Beauty,Brand A,High
564328a3-b,Beauty,Brand A,High
b4a1e1c6-8,Books,Brand C,High
6f3a6478-1,Books,Brand B,Medium
b5f17aa1-3,Clothing,Brand B,High
c9dde1e5-4,Beauty,Brand D,Medium
56534cf5-a,Books,Brand C,High
0de4281d-7,Clothing,Brand D,Medium
5c564283-5,Clothing,Brand C,High
a7f3a36d-b,Electronics,Brand B,High
c803cb4d-f,Toys,Brand A,Medium
99bb9054-c,Toys,Brand C,High
1cf43582-9,Books,Brand B,High
3d7c2710-7,Clothing,Brand B,High
27086972-3,Books,Brand B,Medium
62004d3d-c,Home & Kitchen,Brand A,High
1dacee5b-e,Toys,Brand B,High
1cda4de8-a,Sports,Brand D,High
36fe6ac6-2,Beauty,Brand B,High
13c71160-0,Beauty,Brand B,High
3230bb6d-2,Clothing,Brand C,High
c65f5cbc-4,Clothing,Brand C,Low
c4f71922-a,Electronics,Brand C,High
61556376-b,Home & Kitchen,Brand B,Medium
c9254109-5,Toys,Brand B,High
a5155b7e-c,Electronics,Brand D,High
44d13aee-8,Sports,Brand A,High
6c21e943-3,Books,Brand B,High
6b4cb792-5,Home & Kitchen,Brand A,Medium
38ffeb9d-2,Sports,Brand B,Medium
40253e54-c,Home & Kitchen,Brand A,High
d36761e5-d,Home & Kitchen,Brand C,Medium
1ceb87ae-e,Electronics,Brand B,High
a595d509-9,Electronics,Brand D,Medium
c5cfe88d-5,Clothing,Brand A,Medium
dd69f824-e,Electronics,Brand C,High
52a11028-5,Toys,Brand D,Medium
50dd3bf5-d,Sports,Brand C,Medium
c30789e2-2,Beauty,Brand B,High
1e8f5c9f-0,Clothing,Brand D,High
c06702ca-7,Home & Kitchen,Brand A,High
5be07323-d,Home & Kitchen,Brand A,High
a38a732e-9,Home & Kitchen,Brand D,Medium
3d5fe14e-1,Clothing,Brand A,High
1f7ef990-f,Clothing,Brand C,High
0ab6838c-8,Books,Brand D,High
b1cac920-f,Electronics,Brand A,High
2e962d53-a,Books,Brand C,High
ab9809e2-9,Sports,Brand A,Medium
b52f485a-a,Books,Brand C,High
25d4249f-8,Electronics,Brand B,High
1a0d08bb-d,Electronics,Brand C,High
d973b6bf-e,Books,Brand A,High
e9cc48b5-8,Toys,Brand C,High
729191af-4,Electronics,Brand A,High
7172d13e-a,Clothing,Brand D,High
522fb9fb-8,Beauty,Brand D,Medium
e4733b2d-3,Beauty,Brand B,High
fa44d09d-5,Clothing,Brand C,Medium
1ec3ccd5-c,Home & Kitchen,Brand B,High
503f3f21-6,Clothing,Brand D,High
60fad8b3-2,Sports,Brand C,Low
e740000e-2,Clothing,Brand C,High
da046af8-6,Sports,Brand B,Medium
abfbb29e-b,Beauty,Brand B,High
0d67cfca-0,Sports,Brand C,High
a23c4e84-f,Books,Brand C,High
4581d011-b,Toys,Brand C,High
56e22c85-1,Clothing,Brand B,Medium
a2e789d0-4,Home & Kitchen,Brand A,High
d516e842-3,Sports,Brand D,Medium
d001ebc6-5,Clothing,Brand D,High
03f0b59e-9,Toys,Brand B,High
23a7ef19-c,Books,Brand C,High
d11ab1dd-a,Home & Kitchen,Brand D,Medium
071b5966-3,Sports,Brand D,High
bfd85ecd-1,Beauty,Brand D,Low
ecadc556-c,Sports,Brand D,Medium
1a6e3dfa-a,Clothing,Brand C,High
dec191a8-2,Electronics,Brand B,High
43eb2577-2,Electronics,Brand C,Low
4f3b47d6-3,Electronics,Brand C,Medium
aef8a1b7-f,Home & Kitchen,Brand D,High
43adcdc7-3,Beauty,Brand D,High
98fa1373-2,Home & Kitchen,Brand C,High
d6fd4ffa-b,Books,Brand C,Medium
36e9439c-e,Home & Kitchen,Brand C,High
c66354db-6,Toys,Brand A,High
fbe1be6d-3,Toys,Brand D,High
3cd49ea6-1,Electronics,Brand B,High
4395c151-c,Home & Kitchen,Brand B,High
cb403165-3,Books,Brand B,Medium
00bb902e-c,Books,Brand A,Medium
48dde606-1,Books,Brand A,Medium
84268f41-1,Sports,Brand B,Medium
8afa06d8-5,Home & Kitchen,Brand B,Medium
842dd0ce-5,Electronics,Brand B,High
e9dd6729-5,Electronics,Brand C,Low
9f1e246e-7,Electronics,Brand D,High
903cb2e0-3,Electronics,Brand A,Medium
48abeefb-a,Electronics,Brand A,High
cce3b781-9,Home & Kitchen,Brand C,High
e11430ab-8,Home & Kitchen,Brand A,High
9aaae28d-d,Electronics,Brand B,High
d86c4787-2,Electronics,Brand A,Low
5bcb7043-d,Home & Kitchen,Brand C,High
96332841-4,Toys,Brand D,Medium
7199581b-3,Home & Kitchen,Brand B,High
bb287ce6-e,Clothing,Brand A,High
1ff851f4-7,Electronics,Brand B,Medium
3f842f24-8,Beauty,Brand D,Medium
03504d8a-d,Home & Kitchen,Brand A,Medium
0bb347fc-8,Books,Brand B,High
2e589993-c,Home & Kitchen,Brand C,High
26488257-8,Home & Kitchen,Brand C,Medium
c8170aaa-e,Clothing,Brand D,High
2787e47c-9,Toys,Brand D,High
9f0098a7-5,Beauty,Brand D,High
f8947636-8,Toys,Brand A,High
5919dbdc-5,Toys,Brand D,Low
05a6d531-8,Beauty,Brand A,High
50c30ff3-4,Home & Kitchen,Brand B,Medium
75361d13-c,Beauty,Brand C,High
743ba069-f,Home & Kitchen,Brand B,High
c89c4459-0,Toys,Brand C,Medium
f609d1c0-8,Home & Kitchen,Brand D,High
0fa064a8-d,Clothing,Brand B,Low
b8db29c2-8,Clothing,Brand B,Low
04e031b4-7,Home & Kitchen,Brand D,Medium
2a8e2f78-1,Electronics,Brand B,High
1fe67292-0,Electronics,Brand A,High
7c632a2e-c,Toys,Brand C,High
8bd5e64f-d,Home & Kitchen,Brand D,Medium
5497ca0e-5,Electronics,Brand A,High
44002de8-0,Home & Kitchen,Brand A,High
8b9e7563-e,Clothing,Brand D,High
74b72b2f-7,Home & Kitchen,Brand B,High
d0a161db-1,Electronics,Brand C,Low
1e6bef43-b,Books,Brand A,Medium
891e3976-2,Sports,Brand B,High
02cefb6b-a,Clothing,Brand D,High
7e201cc8-0,Sports,Brand D,Medium
e5714c84-9,Electronics,Brand C,High
864a88f7-5,Home & Kitchen,Brand D,High
19592ee3-5,Sports,Brand C,High
bcdaa92b-c,Sports,Brand D,Medium
1db0a0d7-d,Sports,Brand D,Medium
b46f5c60-7,Toys,Brand A,High
85ce9a52-3,Home & Kitchen,Brand B,High
d8f3686a-3,Clothing,Brand A,Medium
0f772bf6-b,Clothing,Brand C,High
ab11e8cb-a,Beauty,Brand A,High
312bc8fc-8,Toys,Brand D,High
b6fdbf1b-e,Toys,Brand D,Medium
2b2d1b01-d,Beauty,Brand B,High
a5cfe885-e,Beauty,Brand C,High
b4683e3f-5,Home & Kitchen,Brand D,High
16aa4a41-3,Home & Kitchen,Brand B,High
7ffbe709-f,Home & Kitchen,Brand B,High
ae6b2acd-b,Clothing,Brand D,High
1626312c-c,Toys,Brand D,Medium
cec7eb10-1,Sports,Brand C,Medium
5b4b2513-5,Beauty,Brand B,High
53da8163-6,Beauty,Brand B,Medium
0d2ea5a2-6,Sports,Brand B,High
d269fa86-d,Home & Kitchen,Brand C,Medium
ed0cc782-d,Clothing,Brand B,High
dbebaa55-4,Home & Kitchen,Brand A,Medium
55ad51a4-7,Home & Kitchen,Brand A,Medium
5211bcb4-4,Electronics,Brand B,High
6f0fcbd8-e,Beauty,Brand A,High
23f814dd-0,Clothing,Brand A,High
c6c96044-f,Toys,Brand C,Low
63ae55e3-c,Electronics,Brand B,Medium
7c2e02c5-f,Home & Kitchen,Brand C,Medium
a0ad1806-c,Books,Brand B,High
3b3acd49-f,Home & Kitchen,Brand D,Medium
ba8a075e-b,Toys,Brand A,Low
b671ec0c-a,Toys,Brand C,Low
36d673d6-b,Beauty,Brand C,High
e960a759-3,Home & Kitchen,Brand D,Medium
4b06ab84-e,Clothing,Brand D,High
deb3c2ea-7,Electronics,Brand A,High
cc379a88-b,Electronics,Brand A,Medium
edd3115f-f,Toys,Brand B,High
63c30b65-a,Toys,Brand B,High
55781174-b,Toys,Brand D,Medium
c92cf5c0-2,Clothing,Brand A,Medium
fb9b8a28-0,Electronics,Brand A,Medium
d86224a6-5,Beauty,Brand D,High
bf26daef-1,Home & Kitchen,Brand D,High
bc84dcb8-5,Clothing,Brand C,High
49d274a9-8,Sports,Brand D,Medium
3b735a05-d,Electronics,Brand C,High
88870a57-4,Home & Kitchen,Brand B,Medium
4096a452-0,Clothing,Brand D,Medium
9463ea85-8,Books,Brand D,High
8d0bdad7-4,Clothing,Brand D,High
b902f571-4,Beauty,Brand C,Medium
024bf585-e,Toys,Brand D,High
6bdaf3da-3,Beauty,Brand D,Medium
7b826100-c,Beauty,Brand A,Medium
2215cddb-3,Books,Brand A,High
87e5625f-c,Books,Brand A,High
e5f942f3-8,Toys,Brand D,Low
03373a01-a,Electronics,Brand A,High
c96f4099-4,Home & Kitchen,Brand B,High
0e7f87e5-8,Toys,Brand A,Medium
2c094686-a,Books,Brand D,Low
8132cfed-c,Clothing,Brand A,Medium
ab4ed7ce-a,Home & Kitchen,Brand A,High
73bb6de8-1,Electronics,Brand A,Medium
e8dd4357-9,Sports,Brand B,Medium
7058ce9f-c,Clothing,Brand B,High
327dab47-c,Home & Kitchen,Brand C,Medium
e4637676-9,Beauty,Brand D,Low
6fe5c6ea-6,Beauty,Brand B,High
5cdea072-d,Books,Brand B,High
2b4369eb-8,Toys,Brand B,Medium
ad922c38-1,Sports,Brand D,Low
eba5c94a-6,Toys,Brand C,High
a2f456bc-6,Books,Brand D,Medium
b728a1fd-f,Books,Brand A,Low
3ba6780b-a,Toys,Brand C,High
b5f03124-1,Clothing,Brand A,High
118c14a6-4,Toys,Brand B,High
c562dbd0-9,Clothing,Brand D,High
122394b2-e,Sports,Brand A,Medium
540132b9-4,Toys,Brand C,High
e221cf14-c,Beauty,Brand A,High
a33cd9a4-a,Toys,Brand A,Medium
fc1ec9e9-d,Beauty,Brand B,High
808ca9d1-8,Toys,Brand A,Low
c0b10d64-7,Books,Brand A,Medium
d13be26d-7,Sports,Brand B,High
3f5fd069-8,Books,Brand C,High
055a9bc5-a,Home & Kitchen,Brand B,High
b2469e12-a,Electronics,Brand A,Medium
d646b6b4-e,Home & Kitchen,Brand D,High
211045d2-8,Beauty,Brand B,Low
8264844a-e,Home & Kitchen,Brand B,High
a2a42e9d-b,Clothing,Brand A,High
c4ade7bf-2,Beauty,Brand D,Medium
3f4e0fd0-3,Books,Brand C,Medium
b80cc9c3-a,Sports,Brand D,Medium
3f521c90-8,Sports,Brand B,Medium
a2f9f3e2-7,Home & Kitchen,Brand D,Medium
ab743503-5,Books,Brand C,High
d6bdabc8-0,Home & Kitchen,Brand D,High
869241b6-0,Home & Kitchen,Brand D,Medium
1b9cd71e-b,Beauty,Brand D,Low
6f80640c-e,Beauty,Brand B,Medium
fd6d8c56-2,Beauty,Brand A,Medium
90ea4fe6-d,Electronics,Brand A,Low
b9394d22-4,Home & Kitchen,Brand D,Medium
2d8a8589-1,Beauty,Brand B,Medium
e2c3e03c-f,Electronics,Brand B,High
862a9954-7,Beauty,Brand B,High
d85e0838-d,Toys,Brand A,Medium
4bf67e4a-1,Beauty,Brand B,High
2a339668-e,Clothing,Brand D,High
fd629be3-9,Home & Kitchen,Brand A,Medium
4c20f3a2-4,Clothing,Brand B,High
5c071a3e-3,Electronics,Brand D,Medium
4913cc97-2,Home & Kitchen,Brand A,High
05276afc-4,Sports,Brand B,High
ffc76feb-5,Home & Kitchen,Brand C,Medium
31b244c4-e,Clothing,Brand D,Medium
b360449a-b,Sports,Brand C,High
a80e01a6-4,Electronics,Brand A,High
74aeba43-c,Electronics,Brand B,High
8758e2a7-5,Toys,Brand D,High
88ef8a42-2,Home & Kitchen,Brand D,High
3821c082-a,Clothing,Brand D,Medium
8628668e-4,Beauty,Brand C,High
96cc2aff-a,Electronics,Brand B,High
4c7cdc78-5,Sports,Brand B,High
3fffc757-5,Sports,Brand B,Low
88c4fbee-6,Toys,Brand C,High
106c929a-7,Electronics,Brand A,Low
353a3dfb-c,Clothing,Brand C,Medium
b874e454-b,Electronics,Brand A,Medium
74847d91-f,Electronics,Brand C,High
79a38003-0,Home & Kitchen,Brand B,Medium
482d9eb4-d,Home & Kitchen,Brand B,High
f620d94d-8,Toys,Brand B,High
b1920f07-6,Toys,Brand C,Medium
c6c4e17f-9,Sports,Brand D,High
663d067f-2,Home & Kitchen,Brand C,High
872b8abe-f,Sports,Brand A,High
15b532b8-c,Books,Brand C,High
b7af74f2-2,Electronics,Brand A,High
7c966874-4,Sports,Brand C,High
8ad678aa-5,Books,Brand D,High
4743f61c-6,Books,Brand D,High
2cc466c8-3,Books,Brand B,Medium
3da581fa-d,Books,Brand D,High
1d6ec559-1,Toys,Brand C,Low
a51a4ade-9,Electronics,Brand D,Medium
5be37573-b,Toys,Brand B,High
61746f09-7,Sports,Brand C,Medium
3c244368-d,Sports,Brand A,High
bab0e53c-1,Books,Brand C,High
b6c438b1-4,Clothing,Brand B,Low
9aaa064e-9,Books,Brand D,High
1dc3b1a0-4,Clothing,Brand D,High
d19df4c1-7,Books,Brand C,Low
0c1b665c-f,Electronics,Brand A,Medium
4ab25679-d,Electronics,Brand A,High
dcf6d509-4,Books,Brand A,High
ec298b70-1,Toys,Brand A,Medium
46cc5efc-9,Home & Kitchen,Brand C,High
f6f2dc31-9,Books,Brand D,Medium
86dccec4-a,Beauty,Brand A,Medium
72d77546-2,Clothing,Brand C,Medium
6c3e6be6-b,Electronics,Brand C,High
dde8b508-8,Clothing,Brand C,High
38aec303-2,Clothing,Brand A,High
e6dbc8e3-b,Clothing,Brand A,Medium
22332c97-1,Toys,Brand C,Low
ec04ee8b-b,Clothing,Brand C,High
581fab2b-a,Electronics,Brand C,Medium
2a4a8474-e,Home & Kitchen,Brand D,High
ec4cfda5-5,Books,Brand D,Medium
9a9926b5-e,Clothing,Brand B,Medium
0a406fe0-9,Sports,Brand B,High
c7dba5e8-1,Toys,Brand A,Medium
6b5e4a98-0,Books,Brand D,High
1f5425bf-6,Beauty,Brand B,Medium
b4cfc871-d,Electronics,Brand C,High
0cf80cb2-8,Toys,Brand C,High
062b2e28-5,Books,Brand A,Medium
f4d910ca-8,Books,Brand A,Medium
f74a5439-c,Beauty,Brand B,Medium
9d4429b3-b,Books,Brand C,Medium
71ec0c67-4,Home & Kitchen,Brand A,Medium
1ee7bc15-5,Home & Kitchen,Brand A,High
65eef64c-a,Electronics,Brand D,High
1eeee585-b,Books,Brand B,High
35fbbd87-6,Beauty,Brand A,High
e9c2c89a-2,Books,Brand B,High
6f13d2ba-3,Clothing,Brand C,Medium
ad05bd9b-3,Beauty,Brand B,High
594ef637-c,Clothing,Brand A,High
4d52f6d5-e,Electronics,Brand D,High
4fd01d30-d,Beauty,Brand B,High
787ca917-e,Home & Kitchen,Brand B,High
e9d5ad81-4,Electronics,Brand C,High
7d22dcf8-6,Clothing,Brand D,Medium
5e3a3479-c,Beauty,Brand B,High
6e95f22a-3,Books,Brand D,Medium
f28cdd02-7,Clothing,Brand A,Medium
46ddbf2a-0,Toys,Brand D,Low
e716451f-f,Books,Brand A,High
3ef564dd-7,Clothing,Brand C,High
be9ec030-d,Sports,Brand C,Medium
cc64be0e-f,Books,Brand C,Medium
96c4910e-e,Electronics,Brand A,High
d34354bc-4,Sports,Brand B,High
7efcfbc1-8,Toys,Brand A,High
6ad98a9f-a,Books,Brand D,Low
1f1d87d4-7,Sports,Brand D,High
f5819e74-0,Books,Brand A,Medium
30b35209-e,Toys,Brand C,Medium
2e319782-b,Sports,Brand C,High
263982c9-a,Books,Brand D,High
584a7808-7,Sports,Brand D,Low
f5929b23-f,Electronics,Brand B,High
26f79595-6,Books,Brand B,High
5e059f5f-7,Clothing,Brand B,High
34f01a02-c,Clothing,Brand D,Medium
d32f6c6b-b,Books,Brand B,High
1ddb4839-f,Books,Brand D,High
dd5071f5-c,Sports,Brand D,High
dc45d710-7,Clothing,Brand A,High
434e63d4-3,Sports,Brand B,High
61ce87ca-8,Sports,Brand A,High
f007440f-4,Books,Brand A,Low
5524ed33-7,Clothing,Brand B,High
bc3bb60a-5,Sports,Brand D,Medium
ec20f7ba-1,Toys,Brand D,High
31308875-b,Home & Kitchen,Brand D,High
717ed3a6-d,Electronics,Brand B,Medium
1754a1c2-0,Electronics,Brand D,Medium
668aa034-6,Sports,Brand A,High
66f17216-a,Electronics,Brand C,Low
6d122b75-8,Sports,Brand B,Medium
45a890f4-2,Toys,Brand C,High
10fcf229-3,Toys,Brand A,Medium
4eaba910-8,Sports,Brand C,High
9b6c0128-f,Books,Brand A,High
cabdd327-d,Clothing,Brand C,High
0c723758-5,Sports,Brand C,High
b9bf1e92-b,Books,Brand D,High
a839d7a6-0,Toys,Brand C,High
14634891-f,Beauty,Brand A,High
d45b8dc8-d,Beauty,Brand A,Medium
f2a33f8e-a,Home & Kitchen,Brand A,Medium
e2cad399-f,Beauty,Brand B,Low
51714cbb-3,Sports,Brand A,Low
81bf8c6c-c,Home & Kitchen,Brand B,High
0fdd5b3a-3,Toys,Brand A,High
d13af207-3,Beauty,Brand B,High
63b737b8-d,Sports,Brand C,High
5f29a00a-f,Electronics,Brand C,High
7439579c-8,Clothing,Brand A,High
ad642b46-7,Electronics,Brand B,High
edcf8345-f,Sports,Brand D,High
1943f09a-4,Sports,Brand D,Medium
456dd49c-a,Home & Kitchen,Brand D,Medium
22b092c6-3,Toys,Brand C,High
881ea42d-0,Sports,Brand C,Low
d3a06e65-a,Books,Brand B,High
6af45722-8,Home & Kitchen,Brand A,High
c3265e2a-f,Books,Brand C,High
eca7c8f5-7,Sports,Brand A,Medium
5140fdf2-0,Sports,Brand D,High
128bb94a-4,Books,Brand D,High
57d4489b-e,Toys,Brand A,Medium
7b7268d8-6,Books,Brand B,Medium
dba7748e-e,Sports,Brand D,High
0bb5397d-8,Beauty,Brand B,Medium
34578a9e-2,Toys,Brand D,High
1879476d-1,Sports,Brand C,High
fa0af2c6-1,Home & Kitchen,Brand D,Medium
07f7a673-8,Books,Brand B,High
5e1ac35c-a,Books,Brand C,High
18df8182-6,Clothing,Brand D,High
819f0936-f,Home & Kitchen,Brand C,Medium
31706191-8,Beauty,Brand C,Medium
0c98dbfb-1,Home & Kitchen,Brand D,High
48aa9a64-c,Home & Kitchen,Brand A,High
c0062d3e-a,Sports,Brand A,Medium
ad544888-c,Toys,Brand B,High
49b5a19c-b,Sports,Brand B,High
1878cf5a-b,Beauty,Brand D,Low
52de41ab-1,Clothing,Brand C,Medium
5e3d48d8-a,Home & Kitchen,Brand C,High
9f5d4e87-5,Home & Kitchen,Brand A,High
87409d7f-6,Home & Kitchen,Brand A,Medium
fe823e51-e,Toys,Brand C,Low
cc4ba47c-4,Toys,Brand C,High
61dc6cda-6,Beauty,Brand B,High
531dde67-e,Electronics,Brand C,High
fa74c07d-0,Books,Brand C,High
3596eb92-f,Clothing,Brand D,High
cc021b5e-8,Beauty,Brand C,Low
e789010d-4,Sports,Brand A,High
9c80f68b-7,Clothing,Brand A,High
1094a34f-c,Home & Kitchen,Brand B,Medium
8bf6dbe2-e,Home & Kitchen,Brand B,Low
337e0f42-b,Toys,Brand D,High
fd62a479-8,Clothing,Brand B,Medium
69d91fbc-3,Home & Kitchen,Brand C,Medium
67d80dfd-7,Clothing,Brand C,High
1d4e9360-1,Home & Kitchen,Brand D,High
1fff4ff8-8,Books,Brand A,High
43c1eda4-5,Books,Brand C,High
ad062ad5-4,Books,Brand C,Medium
7cdb7bcc-6,Beauty,Brand D,High
eabbc369-2,Books,Brand A,High
8b6956ef-0,Sports,Brand B,High
444025dc-a,Beauty,Brand C,High
7bcd7ac9-6,Beauty,Brand A,High
7521556b-9,Clothing,Brand D,Medium
07ce9e62-a,Sports,Brand D,Low
df747575-7,Beauty,Brand A,High
e9696ff1-7,Clothing,Brand D,High
9883b500-1,Home & Kitchen,Brand B,Low
88a25e14-f,Clothing,Brand A,High
51c2dc56-7,Books,Brand B,Medium
2ee16cb9-f,Clothing,Brand D,Medium
eb1e3cad-b,Beauty,Brand B,High
c4910d2d-c,Books,Brand B,High
e4da43fb-b,Books,Brand B,High
5978f0ff-1,Electronics,Brand B,Medium
5055970f-f,Toys,Brand A,Medium
dc3598ed-4,Clothing,Brand D,High
12f03ff4-6,Home & Kitchen,Brand D,Medium
08d26d88-a,Clothing,Brand C,High
6c180001-8,Books,Brand B,High
49723911-b,Sports,Brand B,Medium
a123f1a2-e,Clothing,Brand C,High
5421b4c8-f,Clothing,Brand C,Medium
6181fdf3-3,Electronics,Brand B,Medium
e61f1ff4-c,Clothing,Brand D,High
0c788a9d-f,Beauty,Brand C,High
e797ba11-c,Home & Kitchen,Brand B,High
b25e6146-5,Home & Kitchen,Brand D,High
e8f069f8-6,Books,Brand A,High
7f05dd28-6,Toys,Brand C,Low
6dc8bf66-f,Clothing,Brand C,Medium
fda470b8-1,Electronics,Brand D,High
54459852-1,Home & Kitchen,Brand A,High
61d4d31e-c,Beauty,Brand D,High
4c89d93f-f,Home & Kitchen,Brand C,High
693073b2-c,Beauty,Brand A,High
d384b62b-c,Toys,Brand B,High
568ad177-d,Books,Brand C,High
166a45a2-c,Toys,Brand D,Medium
1d561c87-f,Electronics,Brand D,Low
3ffe4523-6,Clothing,Brand D,Medium
a463e1e2-5,Electronics,Brand D,Medium
62618c9b-0,Clothing,Brand D,High
827e917d-5,Toys,Brand C,Medium
d593dcbf-e,Sports,Brand A,High
d701275e-9,Home & Kitchen,Brand D,Medium
cca83636-7,Sports,Brand D,High
6cfb4a90-6,Sports,Brand B,High
65c809c9-2,Toys,Brand B,High
a7ddfd45-9,Toys,Brand A,Medium
57a2108b-b,Home & Kitchen,Brand C,High
06e64a6d-9,Home & Kitchen,Brand C,High
d0fde69e-d,Beauty,Brand A,High
8d8504b9-2,Books,Brand A,High
8e4f5f67-b,Toys,Brand A,Medium
8289aa1a-7,Beauty,Brand D,Medium
0bb3b1f8-b,Books,Brand C,High
c71fd02b-3,Electronics,Brand A,High
27edc33a-b,Beauty,Brand B,Medium
2d25d93b-6,Books,Brand D,Medium
24c63a38-9,Books,Brand D,High
a1d11037-3,Sports,Brand D,High
5cc16227-8,Books,Brand D,High
4d872e66-a,Sports,Brand A,Low
a5917af7-9,Electronics,Brand D,High
f8863647-9,Sports,Brand B,High
